name,language,integration,technology,tags,threat_names
Potential Pass-the-Hash (PtH) Attempt,kuery,"windows,system",rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Lateral Movement,Data Source: System",Lateral Movement
Service Command Lateral Movement,eql,"endpoint,windows",rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Lateral Movement,Data Source: Elastic Defend,Data Source: Sysmon",Lateral Movement; Persistence; Execution
Incoming DCOM Lateral Movement via MSHTA,eql,"endpoint,windows",rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Lateral Movement,Data Source: Elastic Defend,Data Source: Sysmon",Lateral Movement; Defense Evasion
Incoming DCOM Lateral Movement with MMC,eql,"endpoint,windows",rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Lateral Movement,Tactic: Defense Evasion,Data Source: Elastic Defend,Data Source: Sysmon",Lateral Movement; Defense Evasion
Incoming DCOM Lateral Movement with ShellBrowserWindow or ShellWindows,eql,"endpoint,windows",rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Lateral Movement,Data Source: Elastic Defend,Data Source: Sysmon",Lateral Movement
NullSessionPipe Registry Modification,eql,"endpoint,windows,m365_defender,sentinel_one_cloud_funnel",rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Lateral Movement,Tactic: Defense Evasion,Data Source: Elastic Endgame,Data Source: Elastic Defend,Data Source: Sysmon,Data Source: Microsoft Defender for Endpoint,Data Source: SentinelOne",Lateral Movement; Defense Evasion
SMB Connections via LOLBin or Untrusted Process,eql,endpoint,rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Lateral Movement,Resources: Investigation Guide,Data Source: Elastic Defend",Lateral Movement
Potential Remote Desktop Shadowing Activity,eql,"endpoint,windows,m365_defender,sentinel_one_cloud_funnel",rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Lateral Movement,Data Source: Elastic Endgame,Data Source: Elastic Defend,Data Source: Sysmon,Data Source: Microsoft Defender for Endpoint,Data Source: SentinelOne",Lateral Movement
Potential Lateral Tool Transfer via SMB Share,eql,endpoint,rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Lateral Movement,Resources: Investigation Guide,Data Source: Elastic Defend",Lateral Movement
Execution via TSClient Mountpoint,eql,"endpoint,windows,system,m365_defender,sentinel_one_cloud_funnel,crowdstrike",rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Lateral Movement,Data Source: Elastic Endgame,Data Source: Elastic Defend,Data Source: System,Data Source: Microsoft Defender for Endpoint,Data Source: Sysmon,Data Source: SentinelOne,Data Source: Crowdstrike",Lateral Movement
Remote Execution via File Shares,eql,endpoint,rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Lateral Movement,Resources: Investigation Guide,Data Source: Elastic Endgame,Data Source: Elastic Defend",Lateral Movement
Incoming Execution via WinRM Remote Shell,eql,"endpoint,windows",rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Lateral Movement,Data Source: Elastic Defend,Data Source: Sysmon",Lateral Movement
WMI Incoming Lateral Movement,eql,"endpoint,windows",rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Lateral Movement,Data Source: Elastic Defend,Data Source: Sysmon",Lateral Movement; Execution
Mounting Hidden or WebDav Remote Shares,eql,"endpoint,windows,system,m365_defender,sentinel_one_cloud_funnel,crowdstrike",rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Initial Access,Tactic: Lateral Movement,Data Source: Elastic Endgame,Data Source: Elastic Defend,Data Source: System,Data Source: Microsoft Defender for Endpoint,Data Source: Sysmon,Data Source: SentinelOne,Data Source: Crowdstrike",Lateral Movement; Initial Access; Discovery
Incoming Execution via PowerShell Remoting,eql,"endpoint,windows",rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Lateral Movement,Tactic: Execution,Data Source: Elastic Defend,Data Source: Sysmon",Lateral Movement; Execution
RDP Enabled via Registry,eql,"endpoint,windows,m365_defender,sentinel_one_cloud_funnel",rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Lateral Movement,Tactic: Defense Evasion,Resources: Investigation Guide,Data Source: Elastic Endgame,Data Source: Elastic Defend,Data Source: Sysmon,Data Source: Microsoft Defender for Endpoint,Data Source: SentinelOne",Lateral Movement; Defense Evasion
Potential SharpRDP Behavior,eql,endpoint,rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Lateral Movement,Data Source: Elastic Defend",Lateral Movement
Remote File Copy to a Hidden Share,eql,"endpoint,windows,system,m365_defender,sentinel_one_cloud_funnel,crowdstrike",rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Lateral Movement,Data Source: Elastic Endgame,Data Source: Elastic Defend,Data Source: System,Data Source: Microsoft Defender for Endpoint,Data Source: Sysmon,Data Source: SentinelOne,Data Source: Crowdstrike",Lateral Movement
Remotely Started Services via RPC,eql,"endpoint,windows",rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Lateral Movement,Resources: Investigation Guide,Data Source: Elastic Defend,Data Source: Sysmon",Lateral Movement
Remote Windows Service Installed,eql,"system,windows",rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Lateral Movement,Tactic: Persistence,Data Source: System",Lateral Movement; Persistence
Remote Scheduled Task Creation via RPC,eql,"system,windows",rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Lateral Movement,Data Source: System",Lateral Movement; Execution
Remote Scheduled Task Creation,eql,"endpoint,windows",rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Lateral Movement,Resources: Investigation Guide,Data Source: Elastic Defend,Data Source: Sysmon",Lateral Movement; Execution
Suspicious RDP ActiveX Client Loaded,eql,"endpoint,windows",rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Lateral Movement,Data Source: Elastic Endgame,Data Source: Elastic Defend,Data Source: Sysmon",Lateral Movement
Unusual Child Process of dns.exe,eql,"endpoint,windows,system,m365_defender,sentinel_one_cloud_funnel,crowdstrike",rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Lateral Movement,Resources: Investigation Guide,Data Source: Elastic Endgame,Use Case: Vulnerability,Data Source: Elastic Defend,Data Source: System,Data Source: Microsoft Defender for Endpoint,Data Source: Sysmon,Data Source: SentinelOne,Data Source: Crowdstrike",Lateral Movement
Unusual File Modification by dns.exe,eql,"endpoint,windows",rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Lateral Movement,Data Source: Elastic Endgame,Use Case: Vulnerability,Data Source: Elastic Defend,Data Source: Sysmon",Lateral Movement
Lateral Movement via Startup Folder,eql,"endpoint,windows,m365_defender,sentinel_one_cloud_funnel",rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Lateral Movement,Data Source: Elastic Endgame,Data Source: Elastic Defend,Data Source: Sysmon,Data Source: Microsoft Defender for Endpoint,Data Source: SentinelOne",Lateral Movement; Persistence
Potential WSUS Abuse for Lateral Movement,eql,"endpoint,windows,system,sentinel_one_cloud_funnel,m365_defender,crowdstrike",rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Lateral Movement,Data Source: Elastic Endgame,Data Source: Elastic Defend,Data Source: Sysmon,Data Source: SentinelOne,Data Source: Microsoft Defender for Endpoint,Data Source: System,Data Source: Crowdstrike",Lateral Movement
Adobe Hijack Persistence,eql,"endpoint,windows,sentinel_one_cloud_funnel,m365_defender",rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Persistence,Resources: Investigation Guide,Data Source: Elastic Endgame,Data Source: Elastic Defend,Data Source: Sysmon,Data Source: SentinelOne,Data Source: Microsoft Defender for Endpoint",Persistence
AdminSDHolder Backdoor,kuery,"system,windows",rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Persistence,Use Case: Active Directory Monitoring,Data Source: Active Directory,Data Source: System",Persistence
Registry Persistence via AppCert DLL,eql,"endpoint,windows,sentinel_one_cloud_funnel,m365_defender",rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Persistence,Tactic: Privilege Escalation,Data Source: Elastic Endgame,Data Source: Elastic Defend,Data Source: Sysmon,Data Source: SentinelOne,Data Source: Microsoft Defender for Endpoint",Persistence; Privilege Escalation
Registry Persistence via AppInit DLL,eql,"endpoint,windows,m365_defender,sentinel_one_cloud_funnel",rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Persistence,Tactic: Defense Evasion,Resources: Investigation Guide,Data Source: Elastic Endgame,Data Source: Elastic Defend,Data Source: Sysmon,Data Source: Microsoft Defender for Endpoint,Data Source: SentinelOne",Persistence; Defense Evasion
Installation of Custom Shim Databases,eql,"endpoint,windows,m365_defender,sentinel_one_cloud_funnel",rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Persistence,Data Source: Elastic Defend,Data Source: Sysmon,Data Source: Microsoft Defender for Endpoint,Data Source: SentinelOne,Data Source: Elastic Endgame",Persistence
Browser Extension Install,eql,"endpoint,m365_defender,sentinel_one_cloud_funnel,windows",rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Persistence,Data Source: Elastic Defend,Data Source: Elastic Endgame,Data Source: SentinelOne,Data Source: Sysmon,Data Source: Microsoft Defender for Endpoint",Persistence
Creation of a Hidden Local User Account,eql,"endpoint,windows,m365_defender,sentinel_one_cloud_funnel",rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Persistence,Resources: Investigation Guide,Data Source: Elastic Endgame,Data Source: Elastic Defend,Data Source: Sysmon,Data Source: Microsoft Defender for Endpoint,Data Source: SentinelOne",Persistence
Image File Execution Options Injection,eql,"endpoint,windows,m365_defender,sentinel_one_cloud_funnel",rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Persistence,Tactic: Defense Evasion,Data Source: Elastic Endgame,Data Source: Elastic Defend,Data Source: Sysmon,Data Source: Microsoft Defender for Endpoint,Data Source: SentinelOne",Persistence; Defense Evasion
Suspicious Startup Shell Folder Modification,eql,"endpoint,windows,m365_defender,sentinel_one_cloud_funnel",rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Persistence,Tactic: Defense Evasion,Resources: Investigation Guide,Data Source: Elastic Endgame,Data Source: Elastic Defend,Data Source: Sysmon,Data Source: Microsoft Defender for Endpoint,Data Source: SentinelOne",Persistence; Defense Evasion
Active Directory Group Modification by SYSTEM,eql,"system,windows",rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Persistence,Use Case: Active Directory Monitoring,Data Source: Active Directory,Data Source: System",Persistence; Privilege Escalation
Persistence via Scheduled Job Creation,eql,"endpoint,windows,sentinel_one_cloud_funnel,m365_defender",rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Persistence,Data Source: Elastic Endgame,Data Source: Elastic Defend,Data Source: Sysmon,Data Source: SentinelOne,Data Source: Microsoft Defender for Endpoint",Persistence
Local Scheduled Task Creation,eql,"endpoint,windows",rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Persistence,Data Source: Elastic Defend,Data Source: Sysmon",Persistence
Scheduled Task Created by a Windows Script,eql,"endpoint,windows",rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Persistence,Tactic: Execution,Data Source: Elastic Endgame,Data Source: Elastic Defend,Data Source: Sysmon",Persistence; Execution
KRBTGT Delegation Backdoor,eql,"system,windows",rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Persistence,Use Case: Active Directory Monitoring,Data Source: Active Directory,Data Source: System",Persistence; Credential Access
Persistence via a Windows Installer,eql,endpoint,rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Persistence,Tactic: Defense Evasion,Data Source: Elastic Defend",Persistence; Defense Evasion
Office Test Registry Persistence,eql,"endpoint,m365_defender,sentinel_one_cloud_funnel",rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Persistence,Tactic: Defense Evasion,Data Source: Elastic Defend,Data Source: Elastic Endgame,Data Source: Microsoft Defender for Endpoint,Data Source: SentinelOne",Persistence; Defense Evasion
Persistence via Microsoft Office AddIns,eql,"endpoint,windows,m365_defender,sentinel_one_cloud_funnel",rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Persistence,Data Source: Elastic Endgame,Data Source: Elastic Defend,Data Source: Sysmon,Data Source: Microsoft Defender for Endpoint,Data Source: SentinelOne",Persistence
Persistence via Microsoft Outlook VBA,eql,"endpoint,windows,m365_defender,sentinel_one_cloud_funnel",rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Persistence,Data Source: Elastic Endgame,Data Source: Elastic Defend,Data Source: Sysmon,Data Source: Microsoft Defender for Endpoint,Data Source: SentinelOne",Persistence
Netsh Helper DLL,eql,"endpoint,m365_defender,sentinel_one_cloud_funnel,windows",rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Persistence,Data Source: Elastic Endgame,Data Source: Elastic Defend,Data Source: Microsoft Defender for Endpoint,Data Source: SentinelOne,Data Source: Sysmon",Persistence; Defense Evasion
New ActiveSyncAllowedDeviceID Added via PowerShell,eql,"endpoint,windows,system,m365_defender,sentinel_one_cloud_funnel,crowdstrike",rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Persistence,Tactic: Execution,Data Source: Elastic Endgame,Data Source: Elastic Defend,Data Source: System,Data Source: Microsoft Defender for Endpoint,Data Source: Sysmon,Data Source: SentinelOne,Data Source: Crowdstrike",Persistence; Execution
Persistence via PowerShell profile,eql,"endpoint,windows,m365_defender,sentinel_one_cloud_funnel",rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Persistence,Tactic: Privilege Escalation,Data Source: Elastic Endgame,Data Source: Elastic Defend,Data Source: Sysmon,Data Source: Microsoft Defender for Endpoint,Data Source: SentinelOne",Persistence; Privilege Escalation
Potential Modification of Accessibility Binaries,eql,"endpoint,windows,m365_defender",rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Persistence,Resources: Investigation Guide,Data Source: Elastic Endgame,Data Source: Elastic Defend,Data Source: Sysmon,Data Source: Microsoft Defender for Endpoint",Persistence; Privilege Escalation
Uncommon Registry Persistence Change,eql,"endpoint,windows",rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Persistence,Data Source: Elastic Defend,Data Source: Sysmon",Persistence; Defense Evasion
Account Password Reset Remotely,eql,"system,windows",rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Persistence,Tactic: Impact,Data Source: System",Persistence; Impact
Execution of Persistent Suspicious Program,eql,"endpoint,windows",rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Persistence,Data Source: Elastic Endgame,Data Source: Elastic Defend,Data Source: Sysmon",Persistence
Startup or Run Key Registry Modification,eql,endpoint,rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Persistence,Resources: Investigation Guide,Data Source: Elastic Endgame,Data Source: Elastic Defend",Persistence
A scheduled task was created,eql,"system,windows",rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Persistence,Data Source: System",Persistence
A scheduled task was updated,eql,"system,windows",rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Persistence,Data Source: System",Persistence
AdminSDHolder SDProp Exclusion Added,eql,"system,windows",rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Persistence,Data Source: Active Directory,Resources: Investigation Guide,Use Case: Active Directory Monitoring,Data Source: System",Persistence
Unusual Persistence via Services Registry,eql,"endpoint,windows,m365_defender,sentinel_one_cloud_funnel",rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Persistence,Tactic: Defense Evasion,Data Source: Elastic Endgame,Data Source: Elastic Defend,Data Source: Sysmon,Data Source: Microsoft Defender for Endpoint,Data Source: SentinelOne",Persistence; Defense Evasion
Unsigned DLL Loaded by Svchost,eql,endpoint,rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Persistence,Tactic: Defense Evasion,Tactic: Execution,Data Source: Elastic Defend",Persistence; Defense Evasion; Execution
Suspicious Service was Installed in the System,eql,"system,windows",rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Persistence,Resources: Investigation Guide,Data Source: System",Persistence
Startup Persistence by a Suspicious Process,eql,"endpoint,windows,m365_defender,sentinel_one_cloud_funnel",rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Persistence,Resources: Investigation Guide,Data Source: Elastic Endgame,Data Source: Elastic Defend,Data Source: Sysmon,Data Source: Microsoft Defender for Endpoint,Data Source: SentinelOne",Persistence
Startup Folder Persistence via Unsigned Process,eql,endpoint,rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Persistence,Tactic: Defense Evasion,Resources: Investigation Guide,Data Source: Elastic Defend",Persistence; Defense Evasion
Persistent Scripts in the Startup Directory,eql,"endpoint,windows,m365_defender,sentinel_one_cloud_funnel",rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Persistence,Resources: Investigation Guide,Data Source: Elastic Endgame,Data Source: Elastic Defend,Data Source: Sysmon,Data Source: Microsoft Defender for Endpoint,Data Source: SentinelOne",Persistence
Component Object Model Hijacking,eql,endpoint,rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Persistence,Tactic: Defense Evasion,Tactic: Privilege Escalation,Resources: Investigation Guide,Data Source: Elastic Endgame,Data Source: Elastic Defend",Persistence; Privilege Escalation; Defense Evasion
Suspicious Image Load (taskschd.dll) from MS Office,eql,"endpoint,windows",rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Persistence,Tactic: Execution,Data Source: Elastic Endgame,Data Source: Elastic Defend,Data Source: Sysmon",Persistence; Execution
Suspicious Execution via Scheduled Task,eql,"endpoint,windows",rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Persistence,Tactic: Execution,Data Source: Elastic Defend",Persistence; Execution
Suspicious ImagePath Service Creation,eql,"endpoint,windows,m365_defender,sentinel_one_cloud_funnel",rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Persistence,Tactic: Defense Evasion,Data Source: Elastic Endgame,Data Source: Elastic Defend,Data Source: Sysmon,Data Source: Microsoft Defender for Endpoint,Data Source: SentinelOne",Persistence; Defense Evasion
Suspicious WMI Event Subscription Created,eql,"windows,endpoint",rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Persistence,Data Source: Sysmon,Data Source: Elastic Defend",Persistence
System Shells via Services,eql,"endpoint,windows,system,sentinel_one_cloud_funnel,m365_defender,crowdstrike",rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Persistence,Tactic: Execution,Resources: Investigation Guide,Data Source: Elastic Endgame,Data Source: Elastic Defend,Data Source: SentinelOne,Data Source: Microsoft Defender for Endpoint,Data Source: System,Data Source: Crowdstrike",Persistence; Execution
Temporarily Scheduled Task Creation,eql,"system,windows",rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Persistence,Tactic: Execution,Data Source: System",Persistence; Execution
Potential Persistence via Time Provider Modification,eql,"endpoint,windows,m365_defender,sentinel_one_cloud_funnel",rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Persistence,Tactic: Privilege Escalation,Data Source: Elastic Endgame,Data Source: Elastic Defend,Data Source: Sysmon,Data Source: Microsoft Defender for Endpoint,Data Source: SentinelOne",Persistence; Privilege Escalation
User Added to Privileged Group,eql,"system,windows",rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Persistence,Resources: Investigation Guide,Use Case: Active Directory Monitoring,Data Source: Active Directory,Data Source: System",Persistence
User Account Creation,eql,"endpoint,windows,system,m365_defender,sentinel_one_cloud_funnel,crowdstrike",rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Persistence,Resources: Investigation Guide,Data Source: Elastic Endgame,Data Source: Elastic Defend,Data Source: System,Data Source: Microsoft Defender for Endpoint,Data Source: Sysmon,Data Source: SentinelOne,Data Source: Crowdstrike",Persistence
Windows User Account Creation,kuery,"system,windows",rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Persistence,Data Source: System",Persistence
Potential Application Shimming via Sdbinst,eql,"endpoint,windows,system,m365_defender,sentinel_one_cloud_funnel,crowdstrike",rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Persistence,Data Source: Elastic Endgame,Data Source: Elastic Defend,Data Source: System,Data Source: Microsoft Defender for Endpoint,Data Source: Sysmon,Data Source: SentinelOne,Data Source: Crowdstrike",Persistence; Privilege Escalation
Persistence via BITS Job Notify Cmdline,eql,"endpoint,windows,sentinel_one_cloud_funnel,m365_defender",rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Persistence,Data Source: Elastic Endgame,Data Source: Elastic Defend,Data Source: Sysmon,Data Source: SentinelOne,Data Source: Microsoft Defender for Endpoint",Persistence
Persistence via Hidden Run Key Detected,eql,"endpoint,windows",rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Persistence,Tactic: Defense Evasion,Tactic: Execution,Data Source: Elastic Endgame,Data Source: Elastic Defend,Data Source: Sysmon",Persistence; Execution; Defense Evasion
Installation of Security Support Provider,eql,"endpoint,windows,m365_defender,sentinel_one_cloud_funnel",rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Persistence,Tactic: Defense Evasion,Data Source: Elastic Endgame,Data Source: Elastic Defend,Data Source: Sysmon,Data Source: Microsoft Defender for Endpoint,Data Source: SentinelOne",Persistence; Defense Evasion
Persistence via TelemetryController Scheduled Task Hijack,eql,"endpoint,windows,system,m365_defender,sentinel_one_cloud_funnel,crowdstrike",rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Persistence,Tactic: Privilege Escalation,Data Source: Elastic Endgame,Data Source: Elastic Defend,Data Source: System,Data Source: Microsoft Defender for Endpoint,Data Source: Sysmon,Data Source: SentinelOne,Data Source: Crowdstrike",Persistence; Privilege Escalation
Persistence via Update Orchestrator Service Hijack,eql,"endpoint,windows,m365_defender,sentinel_one_cloud_funnel,system",rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Persistence,Tactic: Privilege Escalation,Use Case: Vulnerability,Resources: Investigation Guide,Data Source: Elastic Endgame,Data Source: Elastic Defend,Data Source: Microsoft Defender for Endpoint,Data Source: Sysmon,Data Source: SentinelOne",Persistence; Privilege Escalation
Persistence via WMI Event Subscription,eql,"endpoint,windows,system,m365_defender,sentinel_one_cloud_funnel,crowdstrike",rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Persistence,Tactic: Execution,Data Source: Elastic Endgame,Data Source: Elastic Defend,Data Source: System,Data Source: Microsoft Defender for Endpoint,Data Source: Sysmon,Data Source: SentinelOne,Data Source: Crowdstrike",Persistence; Execution
Persistence via WMI Standard Registry Provider,eql,endpoint,rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Persistence,Data Source: Elastic Endgame,Data Source: Elastic Defend",Persistence; Execution
Execution via MSSQL xp_cmdshell Stored Procedure,eql,"endpoint,windows,system,m365_defender,sentinel_one_cloud_funnel,crowdstrike",rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Persistence,Resources: Investigation Guide,Data Source: Elastic Endgame,Data Source: Elastic Defend,Data Source: System,Data Source: Microsoft Defender for Endpoint,Data Source: Sysmon,Data Source: SentinelOne,Data Source: Crowdstrike",Persistence; Execution
Web Shell Detection: Script Process Child of Common Web Processes,eql,"endpoint,windows,system,sentinel_one_cloud_funnel,m365_defender,crowdstrike",rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Persistence,Tactic: Initial Access,Tactic: Execution,Resources: Investigation Guide,Data Source: Elastic Endgame,Data Source: Elastic Defend,Data Source: SentinelOne,Data Source: System,Data Source: Microsoft Defender for Endpoint,Data Source: Sysmon,Data Source: Crowdstrike",Persistence; Initial Access; Execution
Werfault ReflectDebugger Persistence,eql,"endpoint,m365_defender,sentinel_one_cloud_funnel,windows",rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Persistence,Data Source: Elastic Endgame,Data Source: Elastic Defend,Data Source: Microsoft Defender for Endpoint,Data Source: SentinelOne,Data Source: Sysmon",Persistence; Defense Evasion
Process Creation via Secondary Logon,eql,"system,windows",rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Privilege Escalation,Data Source: System",Privilege Escalation
Process Created with a Duplicated Token,eql,endpoint,rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Privilege Escalation,Data Source: Elastic Defend",Privilege Escalation
Modification of the msPKIAccountCredentials,kuery,"system,windows",rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Data Source: Active Directory,Tactic: Privilege Escalation,Use Case: Active Directory Monitoring,Data Source: System",Privilege Escalation
Disabling User Account Control via Registry Modification,eql,"endpoint,windows,m365_defender,sentinel_one_cloud_funnel",rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Privilege Escalation,Resources: Investigation Guide,Data Source: Elastic Endgame,Data Source: Elastic Defend,Data Source: Sysmon,Data Source: Microsoft Defender for Endpoint,Data Source: SentinelOne",Privilege Escalation; Defense Evasion
Unsigned DLL loaded by DNS Service,eql,"endpoint,windows",rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Privilege Escalation,Data Source: Elastic Defend,Data Source: Sysmon",Privilege Escalation
First Time Seen Driver Loaded,kuery,endpoint,rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Privilege Escalation,Tactic: Persistence,Resources: Investigation Guide,Data Source: Elastic Defend",Privilege Escalation; Persistence
Expired or Revoked Driver Loaded,eql,endpoint,rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Privilege Escalation,Tactic: Defense Evasion,Data Source: Elastic Defend",Privilege Escalation; Defense Evasion
Potential privilege escalation via CVE-2022-38028,eql,"endpoint,windows,m365_defender,sentinel_one_cloud_funnel",rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Privilege Escalation,Tactic: Defense Evasion,Data Source: Elastic Endgame,Data Source: Elastic Defend,Data Source: Sysmon,Data Source: Microsoft Defender for Endpoint,Data Source: SentinelOne",Privilege Escalation; Defense Evasion
